country,hosts_with_nonstandard_ports,total_hosts,proportion_nonstandard,pct_http,pct_https,pct_ssh,pct_ftp,pct_telnet,pct_smtp,pct_imap,pct_pop3,pct_dns,pct_mysql,pct_rdp,pct_mongodb,pct_redis,pct_postgresql,pct_vnc
Macedonia,1,4,0.25,1.0,,,,,,,,,,,,,,
Mongolia,3,15,0.2,0.15789473684210525,,,,0.84210526315789469,,,,,,,,,,
Bulgaria,44,220,0.2,0.93150684931506844,,0.0547945205479452,,,,,,,,0.0136986301369863,,,,
Maldives,1,5,0.2,1.0,,,,,,,,,,,,,,
South Africa,2,10,0.2,1.0,,,,,,,,,,,,,,
Norway,3,16,0.1875,0.75,,0.25,,,,,,,,,,,,
Georgia,3,17,0.17647058823529413,1.0,,,,,,,,,,,,,,
Trinidad and Tobago,1,6,0.16666666666666666,1.0,,,,,,,,,,,,,,
Cyprus,9,58,0.15517241379310345,0.75,,0.25,,,,,,,,,,,,
Liberia,2,20,0.1,0.5,,0.25,,0.25,,,,,,,,,,
Oman,2,1280,0.0015625,0.33333333333333331,,0.66666666666666663,,,,,,,,,,,,
