country,hosts_with_nonstandard_ports,total_hosts,proportion_nonstandard,pct_http,pct_https,pct_ssh,pct_ftp,pct_telnet,pct_smtp,pct_imap,pct_pop3,pct_dns,pct_mysql,pct_rdp,pct_mongodb,pct_redis,pct_postgresql,pct_vnc
Jordan,5143,10000,0.5143,0.93521177967642244,,0.0081439738229412834,0.002544991819669151,0.0029449191056171607,0.0046173423013997454,0.0010543537538629339,0.00083621159789129247,,0.00039992728594800947,0.04359207416833303,,7.2714051990547171e-05,,0.00058171241592437737
Central African Republic,133,261,0.50957854406130265,0.95209580838323349,,0.011976047904191617,,,0.029940119760479042,0.0059880239520958087,,,,,,,,
Kyrgyzstan,5094,10000,0.5094,0.84144496841356,,0.048046979268618208,0.002936204288637779,0.018240056944568022,0.025180176172257318,0.011922768929620072,0.010054275291396032,,0.00053385532520686888,0.026692766260343448,0.00017795177506895631,0.00017795177506895631,,0.014592045555654418
Belgium,5094,10000,0.5094,0.85281899109792281,,0.11612265084075173,0.0020771513353115725,0.0012858555885262117,0.013353115727002967,0.004549950544015826,0.0036597428288822949,,0.00069238377843719087,0.0033630069238377845,0.00019782393669634025,,,0.0018793273986152325
Saint Vincent and the Grenadines,599,1180,0.50762711864406784,0.96375990939977352,,0.0090600226500566258,,0.011325028312570781,0.0056625141562853904,0.0067950169875424689,0.0022650056625141564,,0.0011325028312570782,,,,,
Bosnia and Herzegovina,5029,10000,0.5029,0.82926520804350579,,0.023396990008852914,0.00037941064879220941,0.11293790312381434,0.016314657898065004,0.0072088023270519795,0.0053117490830909319,,0.00037941064879220941,0.0041735171367143038,,,,0.00063235108132034907
Switzerland,4997,10000,0.4997,0.91481351777271935,,0.031080371213447734,0.0019261075118192962,0.0015759061460339696,0.026440203116792155,0.010768691997898792,0.0066538259499212046,,0.00087550341446331645,0.0041148660479775872,8.7550341446331645e-05,,,0.0016634564874803011
Laos,4437,8889,0.49915626054674317,0.74757982081654739,,0.029042150201431062,0.0063736395887198606,0.0029463050928988034,0.0084180145511394376,0.0035475918465516206,0.0030665624436293669,0.0016836029102278876,0.18970597077746376,0.0048704227045878179,0.0001202573507305634,0.00036077205219169024,,0.0022848896638807048
Cuba,3838,7707,0.497988841313092,0.77011143336895127,,0.03526179209281026,0.0030529690123645243,0.0045794535185467869,0.10151121966112044,0.043199511524958024,0.039841245611357046,,0.000610593802472905,0.0010685391543275836,0.00015264845061822624,,,0.000610593802472905
Spain,4970,10000,0.497,0.89472662568747974,,0.024069880297638305,0.0016823034616628922,0.0010999676480103527,0.017275962471692011,0.0089291491426722741,0.007893885473956648,,0.000517631834357813,0.040763506955677771,,,,0.0030410870268521516
Belarus,4965,10000,0.4965,0.71190772206105812,,0.035087719298245612,0.0026937422295897225,0.0055256250863378919,0.030045586406962286,0.014159414283740849,0.012018234562784915,,0.0022102500345351568,0.18130957314546209,6.9070313579223651e-05,,,0.0049730625777041028
Nepal,4963,10000,0.4963,0.86560867818400966,,0.059126824695326104,0.0028793357439400027,0.010579884826570242,0.016606401499933039,0.0071648587116646574,0.006763090933440471,6.6961296370697743e-05,0.0029462970403107006,0.026985402437391188,0.0010713807419311639,6.6961296370697743e-05,,0.00013392259274139549
Bulgaria,4961,10000,0.4961,0.79884976855098888,,0.085355589844297933,0.0019638097909945294,0.0056810211810913169,0.056038715107308179,0.019918642165801654,0.016832655351381679,,0.0031561228783840651,0.003997755645953149,7.0136063964090339e-05,,,0.0081357834198344785
Thailand,4944,10000,0.4944,0.88125262715426644,,0.054960067255149223,0.010508617065994116,0.0072509457755359392,0.00919503993274485,0.00451870533837747,0.004255989911727617,5.2543085329970576e-05,0.0011559478772593527,0.0020491803278688526,0.0002101723413198823,,,0.024590163934426229
Western Sahara,81,164,0.49390243902439024,0.31154879140555058,,,,,,,,,0.41942703670546105,0.26902417188898836,,,,
United Arab Emirates,4929,10000,0.4929,0.98383422734954806,,0.0076175080216523382,0.00034291032894897985,0.0013716413157959194,0.0022289171381683691,0.0010532245817718667,0.00088176941729737669,2.4493594924927133e-05,4.8987189849854266e-05,0.001102211771621721,,0.00024493594924927131,,0.0012491733411712836
Kosovo,205,420,0.48809523809523808,0.81879194630872487,,0.15100671140939598,,0.0067114093959731542,0.010067114093959731,0.0033557046979865771,0.0033557046979865771,,0.0033557046979865771,0.0033557046979865771,,,,
South Sudan,1276,2622,0.486651411136537,0.86247877758913416,,0.044142614601018676,0.00056593095642331638,0.077532541029994337,0.00622524052065648,0.0028296547821165816,0.001697792869269949,,0.00056593095642331638,0.0028296547821165816,,,,0.0011318619128466328
Nigeria,4786,10000,0.4786,0.95001320073924145,,0.022265246853823813,0.00044002464137991729,0.013552758954501452,0.0077444336882865443,0.0015840887089677022,0.0014960837806917188,,0.00088004928275983458,0.00088004928275983458,8.8004928275983458e-05,8.8004928275983458e-05,,0.000968054211035818
Armenia,4784,10000,0.4784,0.86822175098455012,,0.042916287993537312,0.0017166515197414925,0.0074724830859335557,0.028678178329799051,0.014238109663738261,0.01110774512773907,,0.0012117540139351712,0.019791982227607797,,,,0.0046450570534181564
Maldives,2235,4681,0.47746208075197605,0.76469115714375113,,0.0037236372739220228,6.2582139057512987e-05,0.00025032855623005195,0.0015958445459665811,0.00081356780774766884,0.00065711246010388637,,0.15720633331247261,0.069434883284310661,6.2582139057512987e-05,0.0014706802678515552,,3.1291069528756493e-05
Sri Lanka,4706,10000,0.4706,0.72166869883295592,,0.0052778261626894273,0.04337223480229925,0.00074899843232886256,0.0018637867967253091,0.00092318411426580739,0.000870928409684724,,0.18745863090053996,0.037711200139348547,,,,0.00010451140916216686
Lesotho,1705,3639,0.46853531189887332,0.87391124014931565,,0.066777270841974282,0.0016590626296142678,0.035255080879303194,0.010783907092492741,0.0049771878888428042,0.0049771878888428042,,,0.001244296972210701,,,,0.00041476565740356696
Kazakhstan,4685,10000,0.4685,0.90146665586257191,,0.039380925370715504,0.0028360748723766306,0.0054290576128352645,0.020419739081111742,0.0098047159873592086,0.0090754395916052191,,0.00040515355319666155,0.0098047159873592086,0.00016206142127866461,,,0.0012154606595899846
Indonesia,4636,10000,0.4636,0.68325639546066552,,0.043229467205231777,0.0026928255433737256,0.013608386228120793,0.014425851125216388,0.0071167532217734182,0.0063473744950952107,9.6172340834775917e-05,0.0011059819195999231,0.097518753606462782,4.8086170417387958e-05,0.00019234468166955183,,0.13036160800153876
Greenland,1058,2291,0.46180707114797032,0.97556866048862678,,0.0042122999157540014,0.0016849199663016006,0.005054759898904802,0.0042122999157540014,0.002527379949452401,0.0016849199663016006,,,0.0042122999157540014,,,,0.00084245998315080029
Mauritania,953,2064,0.46172480620155038,0.96925329428989748,,0.021046852122986823,0.00018301610541727673,0.00036603221083455345,0.0042093704245973647,0.0021961932650073207,0.0012811127379209371,,0.00018301610541727673,0.00091508052708638363,0.00018301610541727673,,,0.00018301610541727673
Papua New Guinea,2593,5633,0.46032309604118588,0.87869031709391321,,0.022476005345644513,0.00018223788118090146,0.0074717531284169605,0.045680962216012637,0.024480622038634429,0.016583647187462035,0.00012149192078726765,0.00018223788118090146,0.0039484874255861988,,,,0.00018223788118090146
Cook Islands,129,282,0.45744680851063829,0.9508771929824561,,0.017543859649122806,,,0.017543859649122806,0.0035087719298245615,,,,0.010526315789473684,,,,
Italy,4511,10000,0.4511,0.94975132910306981,,0.020408163265306121,0.0012004801920768306,0.0027439547247470417,0.012690790601955068,0.004973417938604013,0.004287429257417253,,0.00034299434059338022,0.0018864688732635911,,,,0.0017149717029669011
Cambodia,4503,10000,0.4503,0.95802794319743467,,0.023018781493357763,0.00040082455336692627,0.0033211177278973888,0.0052107191937700416,0.0019468621163536417,0.0018323408153916628,0.00022904260192395785,0.00062986715529088409,0.0034928996793403572,,5.7260650480989464e-05,,0.0018323408153916628
Palestinian Territory,4474,10000,0.4474,0.9447274303674,,0.020700119215346268,0.0016256638127235287,0.0022759293378129403,0.012029912214154113,0.0071529207759835267,0.0054188793757450962,,0.00010837758751490192,0.0018424189877533326,,,,0.0041183483255662727
Bangladesh,4473,10000,0.4473,0.85156712004730928,,0.063604704645508908,0.0019055128457848743,0.022931861488928312,0.018463762402260331,0.0093304422103949,0.0077534660621591429,,0.00059136605558840927,0.017675274328142452,6.5707339509823249e-05,0.0001314146790196465,,0.0059793678953939155
Antigua and Barbuda,1214,2726,0.44534115920763023,0.97611880393337347,,0.0084286574352799518,0.0004013646397752358,0.0004013646397752358,0.0054184226369656833,0.0018061408789885611,0.0014047762392133253,,,0.0058197872767409191,,,,0.0002006823198876179
Bhutan,2439,5501,0.44337393201236142,0.53369272237196763,,0.078672506738544479,0.00084231805929919142,0.3546159029649596,0.012297843665768193,0.0057277628032345014,0.0050539083557951479,0.0025269541778975739,0.00050539083557951485,0.00084231805929919142,,,,0.0052223719676549865
Haiti,4421,10000,0.4421,0.97183278103492221,,0.014019882742798879,,0.012108080550599032,0.00089217435635992857,0.00025490695895997962,,,0.00012745347947998981,0.00076472087687993887,,,,
Saint Pierre and Miquelon,74,170,0.43529411764705883,0.70666666666666667,,0.10666666666666667,,0.11333333333333333,0.053333333333333337,0.0066666666666666671,0.013333333333333334,,,,,,,
Pakistan,4269,10000,0.4269,0.97833333333333339,,0.0066666666666666671,0.0007407407407407407,0.0072222222222222219,0.0027777777777777779,0.00037037037037037035,0.00037037037037037035,,0.00037037037037037035,0.0029629629629629628,,,,0.00018518518518518518
Philippines,4249,10000,0.4249,0.91734335232093078,,0.034783662586353167,0.0059386741001090778,0.0019997576051387711,0.0030905344806690096,0.0013331717367591808,0.00096957944491576778,6.0598715307235486e-05,0.00048478972245788389,0.030965943521997333,0.00012119743061447097,,,0.0029087383347473033
Monaco,3019,7161,0.42158916352464737,0.63035796589337845,,0.2501152250729759,0.002611768320786603,0.00015363343063450608,0.0835765862651713,0.011061607005684437,0.0090643724074358587,0.0018436011676140728,0.00015363343063450608,0.0090643724074358587,,,,0.0019972345982485788
Paraguay,4045,10000,0.4045,0.67216070048931242,,0.021478238475405614,0.00087561164048416168,0.0054596961112541847,0.00921967550862735,0.0046355910378573272,0.0034509399948493432,,0.16646922482616533,0.11532320370847284,5.1506567087303634e-05,0.00010301313417460727,,0.00077259850630955449
Albania,4030,10000,0.403,0.91361692876295386,,0.021160953692296543,0.00173925646785999,0.043553880715993913,0.0074643090078991229,0.003550981955214146,0.0030436988187549823,0.0010145662729183274,0.00057975215595333,0.00347851293571998,,7.2469019494166251e-05,,0.00072469019494166248
Denmark,4011,10000,0.4011,0.92182817182817178,,0.029803529803529804,0.002580752580752581,0.0020812520812520815,0.020396270396270396,0.0085747585747585741,0.00690975690975691,,0.0001665001665001665,0.003663003663003663,,,,0.003996003996003996
Rwanda,3446,8595,0.40093077370564284,0.61298535964353917,,0.26002546148949712,0.0015913430935709739,0.0040314025037131336,0.040950562274559725,0.055060471037555694,0.018459579885423297,,0.00244005941014216,0.0038192234245703373,0.00010608953957139826,,,0.00053044769785699135
Japan,3991,10000,0.3991,0.88318642392289315,,0.027349864074470716,0.0017299612818189307,0.012027349864074471,0.034846362962352745,0.017546750144163441,0.016970096383557131,,0.00049427465194826594,0.0031304061290056842,,0.00016475821731608864,,0.0025537523683993738
Slovakia,3951,10000,0.3951,0.751719690455718,,0.099312123817712816,0.0050515907136715393,0.016337059329320721,0.0456792777300086,0.021818572656921754,0.015369733447979364,,0.007416165090283749,0.019991401547721409,0.00010748065348237318,,,0.017196904557179708
Lebanon,3922,10000,0.3922,0.91944261213720313,,0.041309366754617417,0.0011543535620052771,0.016738126649076517,0.0075032981530343008,0.0018139841688654353,0.0017315303430079155,0.0011543535620052771,0.00024736147757255939,0.0067612137203166226,,,,0.0021437994722955144
Azerbaijan,3919,10000,0.3919,0.75881981032665968,,0.092265542676501583,0.00075869336143308741,0.022465753424657533,0.01517386722866175,0.0077133825079030559,0.0064910432033719705,0.00016859852476290831,8.4299262381454156e-05,0.080337197049525813,,,,0.0157218124341412
Guatemala,3916,10000,0.3916,0.60603359616043884,,0.026328419609187522,0.20767912238601302,0.00911895783339047,0.00575934178950977,0.0022625985601645525,0.0018512170037709977,6.8563592732259177e-05,0.0013712718546451835,0.13239629756599247,,6.8563592732259177e-05,,0.0070620500514226945
Aruba,1213,3107,0.39040875442549083,0.97949127713410578,,0.00772406445598615,0.00013317352510320947,,0.0021307764016513515,0.00066586762551604738,0.00039952057530962844,,0.00026634705020641894,0.0082567585563989871,,,,0.00093221467572246637
Oman,3869,10000,0.3869,0.997334153593766,,0.0014354557572029119,,0.00010253255408592229,0.000717727878601456,0.00020506510817184457,0.00010253255408592229,0.00010253255408592229,,,,,,
Saint Lucia,324,843,0.38434163701067614,0.98393711551606289,,0.0051264524948735476,,0.0030758714969241286,0.0023923444976076554,0.000683526999316473,0.0010252904989747095,,0.00034176349965823653,0.0034176349965823649,,,,
Angola,3776,10000,0.3776,0.77493799201984259,,0.10331068694058018,0.00043135986196484415,0.048635824436536183,0.056939501779359428,0.00409791868866602,0.0029116790682626984,0.00010783996549121104,0.0022646392753154321,0.0050684783780869189,,0.00010783996549121104,,0.0011862396204033216
Argentina,3758,10000,0.3758,0.86147540983606552,,0.056830601092896178,0.0025956284153005466,0.0099726775956284156,0.022404371584699455,0.010792349726775957,0.0099726775956284156,,0.0012295081967213116,0.011475409836065573,,,,0.013251366120218579
Kenya,3734,10000,0.3734,0.85524393118076836,,0.023379684185717654,0.00028281876031110065,0.0096629743106292718,0.0096158378505774213,0.0027339146830073061,0.0023096865425406552,4.7136460051850108e-05,0.094932830544426111,0.0016969125618666039,,,,9.4272920103700216e-05
Aland Islands,645,1731,0.37261698440207974,0.93731635651322232,,0.021547502448579822,0.0039177277179236044,,0.024485798237022526,0.0058765915768854062,0.00097943192948090111,,0.00097943192948090111,0.0019588638589618022,,,,0.0029382957884427031
Myanmar,3705,10000,0.3705,0.83683694024069,,0.063581426579205624,0.071793812303083515,0.0092453902174474464,0.0059914260627033731,0.0029957130313516865,0.00253086100924539,,0.0010846547182480244,0.0051133722431692579,0.0001033004493569547,0.00025825112339238678,,0.00046485202210629615
Togo,1247,3460,0.36040462427745662,0.96813725490196079,,0.012254901960784314,0.00081699346405228761,0.0030864197530864196,0.0053558460421205519,0.0027233115468409588,0.0021786492374727671,,0.00054466230936819177,0.00090777051561365292,,,,0.0039941902687000725
U.S. Virgin Islands,1114,3092,0.36028460543337648,0.91693989071038251,,0.032240437158469942,,0.013661202185792349,0.0043715846994535519,0.00273224043715847,0.00273224043715847,,0.001092896174863388,0.018579234972677595,,,,0.0076502732240437158
Mongolia,3571,10000,0.3571,0.93088086398920011,,0.023489706378670268,0.000809989875126561,0.00040499493756328048,0.020249746878164023,0.0076949038137023289,0.0071549105636179548,,0.00074249071886601419,0.0043199460006749912,0.00013499831252109347,0.0014849814377320284,,0.0026324670941613231
Tonga,322,916,0.35152838427947597,0.77854671280276821,,0.10553633217993079,,0.0017301038062283738,0.058823529411764705,0.025951557093425604,0.022491349480968859,,,0.006920415224913495,,,,
Liberia,1217,3472,0.35051843317972348,0.77238990598713508,,0.094507669470559136,,0.062345373577436913,0.0653142008906482,0.0014844136566056407,0.0014844136566056407,,0.00049480455220188031,0.0014844136566056407,,,,0.00049480455220188031
Afghanistan,3477,10000,0.3477,0.97854330708661419,,0.012303149606299213,0.0005905511811023622,0.0018700787401574803,0.0025590551181102362,0.0004921259842519685,0.0003937007874015748,0.0001968503937007874,0.0001968503937007874,0.0017716535433070866,,,,0.0010826771653543307
Uganda,3477,10000,0.3477,0.90915178571428568,,0.050595238095238096,0.00066964285714285715,0.007068452380952381,0.011755952380952381,0.0047619047619047623,0.0034226190476190476,7.4404761904761911e-05,0.0011160714285714285,0.011160714285714286,7.4404761904761911e-05,0.00014880952380952382,,
Guinea,866,2535,0.34161735700197238,0.777510523150932,,0.10883944678292243,0.00060132291040288638,0.011425135297654841,0.058328322309079979,0.018641010222489478,0.018039687312086591,,0.0030066145520144319,0.0024052916416115455,,,,0.0012026458208057728
Chad,479,1407,0.34044065387348971,0.9559551733124837,,0.029450091217096689,0.0044305446963773783,0.0059942663539223348,0.0020849622100599426,0.0010424811050299713,0.0010424811050299713,,,,,,,
Vanuatu,285,839,0.3396901072705602,0.8045977011494253,,0.041050903119868636,,0.009852216748768473,0.062397372742200329,0.019704433497536946,0.013136288998357963,,,0.049261083743842367,,,,
Zambia,3387,10000,0.3387,0.74695631415612318,,0.22638656799554388,0.00031829394445770669,0.0066045993474974137,0.0077186281530993873,0.0032625129306914935,0.0024667780695472267,0.00015914697222885334,0.00047744091668656003,0.005570144028009867,,7.9573486114426672e-05,,
Ghana,3368,10000,0.3368,0.8367741777483898,,0.011485808047412631,0.00048979991673401418,0.011510298043249333,0.0038204393505253103,0.0011265398084882325,0.0009061298459579262,2.4489995836700708e-05,0.00014693997502020423,0.13280924742242795,,0.00085714985428452482,,4.8979991673401416e-05
Gabon,994,2975,0.33411764705882352,0.86291390728476824,,0.037748344370860928,0.0019867549668874172,0.026490066225165563,0.048344370860927154,0.0086092715231788075,0.0026490066225165563,,0.0013245033112582781,0.0066225165562913907,0.00066225165562913907,0.00066225165562913907,,0.0019867549668874172
Malawi,1868,5686,0.328526204713331,0.54605149472956627,,0.39225851045446691,0.00086400552963538963,0.0058752376015206494,0.026092966994988767,0.012960082944530845,0.011923276308968377,,0.0005184033177812338,0.0022464143770520133,,,,0.0012096077414895455
Tajikistan,2383,7338,0.32474788770782231,0.65417150439542215,,0.18195388953391939,0.01608890363244319,0.05009122574224581,0.038314811743241,0.017415823519655,0.015093713717034335,0.00033172997180295241,0.00099518991540885728,0.025045612871122905,0.0001658649859014762,,,0.00033172997180295241
East Timor,689,2138,0.32226379794200188,0.93577296489917849,,0.0047298979337814292,,0.021657953696788648,0.021409011700273838,0.014189693801344288,0.0017425939756036844,,0.00024894199651481205,0.00024894199651481205,,,,
El Salvador,3194,10000,0.3194,0.91841792228390162,,0.0331086439333862,0.0027755749405233942,0.022006344171292627,0.010111022997620936,0.0039651070578905628,0.0034694686756542425,,0.0023790642347343376,0.0021808088818398097,,,,0.0015860428231562252
American Samoa,111,348,0.31896551724137934,0.9673202614379085,,0.032679738562091505,,,,,,,,,,,,
Yemen,3141,10000,0.3141,0.90531599361168147,,0.0043349304129591607,0.00022815423226100844,0.0025096965548710927,0.0018252338580880675,0.00091261692904403375,0.00091261692904403375,,,0.0839607574720511,,,,
Wallis and Futuna,72,230,0.31304347826086959,0.78632478632478631,,0.085470085470085472,,,0.059829059829059832,0.034188034188034191,0.02564102564102564,,,0.0085470085470085479,,,,
Saudi Arabia,3086,10000,0.3086,0.76865300437723838,,0.00716275368085953,,0.001293274970155193,0.0015917230401910067,0.00044767210505372064,0.0005471547950656586,0.0018404297652208515,0.030789892558694788,0.1871766812574612,9.9482690011937921e-05,9.9482690011937921e-05,,0.00029844807003581378
Iraq,3084,10000,0.3084,0.94314689612784264,,0.029809465273509528,0.00099877074370006156,0.0094499078057775042,0.0042255685310387215,0.00161339889366933,0.0013060848186846957,,0.00038414259373079285,0.00868162261831592,,0.00030731407498463427,,7.6828518746158568e-05
Samoa,380,1240,0.30645161290322581,0.85008237232289952,,0.056013179571663921,0.0016474464579901153,0.0082372322899505763,0.042833607907743,0.018121911037891267,0.013179571663920923,,0.0082372322899505763,0.0016474464579901153,,,,
Kiribati,166,546,0.304029304029304,0.93181818181818177,,0.056818181818181816,,,,,,,,0.011363636363636364,,,,
Macedonia,2978,10000,0.2978,0.80716265188659131,,0.06420805798337241,0.001833297804306118,0.004604561927094436,0.0059688765721594541,0.0028565337881048818,0.002089106800255809,,0.037134939245363464,0.073545086335536136,,4.2634832658281814e-05,,0.00055425282455766366
Morocco,2917,10000,0.2917,0.87642857142857145,,0.0020238095238095236,0.00035714285714285714,0.00071428571428571429,0.00083333333333333339,0.00047619047619047619,0.0002380952380952381,,,0.11892857142857143,,,,
Saint Helena,21,72,0.29166666666666669,0.83333333333333337,,,,,0.16666666666666666,,,,,,,,,
Djibouti,312,1078,0.28942486085343228,0.83983286908077992,,0.011142061281337047,0.004178272980501393,0.097493036211699163,0.026462395543175487,0.013927576601671309,0.0069637883008356544,,,,,,,
Tanzania,2887,10000,0.2887,0.88447890655802341,,0.0594033381521882,0.001314233144959916,0.0095939019582073851,0.022210540149822579,0.0080168221842554874,0.0070968589827835457,,0.000657116572479958,0.0070968589827835457,0.00013142331449599159,,,
Solomon Islands,266,922,0.28850325379609543,0.87969924812030076,,0.020676691729323307,,0.033834586466165412,0.02819548872180451,0.013157894736842105,0.0075187969924812026,,,0.016917293233082706,,,,
Montenegro,2875,10000,0.2875,0.97628156082631978,,0.0089112921373599163,0.0013952023043341285,0.0026103785048832082,0.0035555155497547144,0.0019352806156892749,0.001710247985957964,,0.00063009136324767092,0.0021603132454205858,,,,0.00081011746703271974
Seychelles,2776,10000,0.2776,0.86377999829191221,,0.11845588863267571,,0.0011102570672132548,0.013920915535058502,0.00068323511828507989,0.00068323511828507989,,0.00059783072849944484,0.00059783072849944484,,,,0.00017080877957126997
Mozambique,2748,10000,0.2748,0.92394645982121737,,0.013905311450598307,0.00070945466584685236,0.0030270065742799036,0.0066215768812372885,0.0026013337747717922,0.0017026911980324458,0.00056756373267748193,0.0010405335099087168,0.045215910703306057,,,,0.00066215768812372892
Algeria,2665,10000,0.2665,0.73427895981087465,,0.00047281323877068556,0.022222222222222223,0.00070921985815602842,0.00047281323877068556,,,0.0040189125295508272,,0.23782505910165486,,,,
Ecuador,2630,10000,0.263,0.839907192575406,,0.072769457920269981,0.0056950010546298249,0.025522041763341066,0.018772410883779792,0.0092807424593967514,0.0069605568445475635,0.0018983336848766082,0.0050622231596709555,0.012655557899177388,0.00021092596498628981,,,0.0012655557899177389
Bolivia,2621,10000,0.2621,0.91047536168824106,,0.027847275100620038,0.00065267051017078208,0.024475144131404329,0.0069618187751550095,0.0028282388774067226,0.0023931252039595344,0.00010877841836179702,0.011748069183074078,0.0063091482649842269,,0.00021755683672359405,,0.0059828130098988361
Zimbabwe,2476,10000,0.2476,0.91243088995897981,,0.0149812734082397,0.0019618334225075798,0.030319243802389869,0.019083288746210094,0.0069555912252541466,0.0062421972534332081,,0.0010700909577314071,0.0058855002675227393,,0.00053504547886570354,,0.00053504547886570354
Madagascar,1896,7662,0.24745497259201252,0.92374953686550576,,0.026528343831048535,0.0023712486105965172,0.0041496850685439051,0.016672841793256763,0.010670618747684327,0.00889218228973694,,0.00066691367173027046,0.0054094108929233047,7.4101519081141163e-05,7.4101519081141163e-05,,0.00074101519081141163
Democratic Republic of the Congo,2117,8611,0.24584833352688421,0.91874626865671638,,0.052656716417910449,0.000417910447761194,0.010208955223880597,0.0082388059701492544,0.0032238805970149255,0.0026268656716417912,,0.000835820895522388,0.0025671641791044776,,,,0.00047761194029850748
Niger,662,2693,0.24582250278499815,0.82933333333333337,,0.08355555555555555,0.0017777777777777779,0.0035555555555555557,0.04,0.016,0.013333333333333334,,0.0035555555555555557,0.008,,,,0.00088888888888888893
Kuwait,2455,10000,0.2455,0.93125618199802174,,0.020029673590504452,0.0012363996043521265,0.014342235410484669,0.019782393669634024,0.001483679525222552,0.00098911968348170125,,0.00024727992087042531,0.0096439169139465875,0.00024727992087042531,0.00024727992087042531,,0.00049455984174085062
Honduras,2453,10000,0.2453,0.76437168273902967,,0.011736562756970921,0.0008223069447559244,0.024370187635493756,0.0091948867459071548,0.003064962248635718,0.0028406967182477388,0.000598041414367945,0.0017193690663078419,0.18023473125513942,7.4755176795993127e-05,,,0.00097181729834791054
Hungary,2452,10000,0.2452,0.80956429330499469,,0.041339001062699256,0.004463336875664187,0.0022316684378320935,0.034218916046758766,0.014665249734325186,0.0098831030818278421,,0.0012752391073326248,0.0054197662061636559,0.00031880977683315621,,,0.07662061636556855
Grenada,406,1683,0.24123588829471182,0.95076400679117146,,0.028862478777589132,0.001697792869269949,0.001697792869269949,0.0084889643463497456,0.0033955857385398981,0.001697792869269949,,,0.001697792869269949,,,,0.001697792869269949
Republic of the Congo,887,3716,0.23869752421959095,0.78986995208761124,,0.10061601642710473,0.0020533880903490761,0.023956194387405885,0.055441478439425054,0.012320328542094456,0.0082135523613963042,,0.00068446269678302531,0.0047912388774811769,,0.00068446269678302531,,0.0013689253935660506
Equatorial Guinea,473,1986,0.23816717019133937,0.73469387755102045,,0.14868804664723032,0.0029154518950437317,0.056851311953352766,0.036443148688046649,0.01020408163265306,0.0029154518950437317,,,0.0072886297376093291,,,,
Guinea-Bissau,129,552,0.23369565217391305,0.99790904338734976,,0.0020909566126502874,,,,,,,,,,,,
Croatia,2325,10000,0.2325,0.71181131380136353,,0.24110926847245256,0.0013819789939192924,0.0062649714391007924,0.015754560530679935,0.0069098949695964619,0.00552791597567717,,0.00064492353049566979,0.005343652109821264,,,,0.0052515201768933116
Marshall Islands,67,299,0.22408026755852842,0.96,,0.01,,0.03,,,,,,,,,,
Burundi,574,2590,0.22162162162162163,0.79881154499151108,,0.10696095076400679,0.0033955857385398981,0.0059422750424448214,0.038200339558573854,0.019524617996604415,0.015280135823429542,0.0050933786078098476,,0.0042444821731748728,,0.00084889643463497452,,0.001697792869269949
Syria,2104,10000,0.2104,0.92203797806900245,,0.01751805295533565,0.0093607916555228671,0.0081572612998127847,0.013238833912810912,0.0060176517785504148,0.0057502005883926181,0.00026745119015779618,0.0016047071409467772,0.013773736293126504,,,,0.0022733351163412678
Trinidad and Tobago,1961,10000,0.1961,0.97074882995319811,,0.013260530421216849,0.0011700468018720749,0.0015600624024961,0.00234009360374415,0.0011700468018720749,0.0011700468018720749,,0.0011700468018720749,0.00546021840873635,,,,0.0019500780031201249
Nicaragua,1944,10000,0.1944,0.819632881085395,,0.044160681032189411,0.00026602819898909286,0.023144453312051078,0.04495876562915669,0.02527267890396382,0.0260707635009311,,0.0063846767757382286,0.0047885075818036712,,0.00026602819898909286,,0.0050545357807927644
Georgia,1807,10000,0.1807,0.82806210465784935,,0.031339850488786659,0.0014376078205865441,0.0163887291546866,0.058079355951696381,0.02386428982173663,0.019838987924094307,,0.0014376078205865441,0.01437607820586544,,0.0002875215641173088,,0.00488786658999425
Nauru,22,128,0.171875,0.88461538461538458,,,,,0.038461538461538464,0.038461538461538464,0.038461538461538464,,,,,,,
Gambia,831,4918,0.1689711264741765,0.85237698081734781,,0.040033361134278564,0.0058381984987489572,0.062552126772310257,0.026688907422852376,0.0058381984987489572,0.003336113427856547,0.00083402835696413675,0.00083402835696413675,0.00083402835696413675,,0.00083402835696413675,,
Serbia,1658,10000,0.1658,0.76311492141253312,,0.02520922637272913,0.0026536027760767503,0.00438865074505001,0.020208205756276791,0.009695856297203511,0.0077566850377628086,,0.16074709124311085,0.0035721575831802409,,0.00010206164523372117,,0.0025515411308430292
Benin,1473,9206,0.16000434499239627,0.81339572974553964,,0.11143609242468558,0.0043872477332553379,0.031588183679438435,0.017841474115238374,0.0099444281953787652,0.0061421468265574729,,0.00116993272886809,0.0038022813688212928,,0.00029248318221702252,,
Sao Tome and Principe,114,720,0.15833333333333333,0.044691061787642469,,0.00089982003599280147,0.00059988002399520091,0.027594481103779243,0.0014997000599880025,0.00029994001199760045,0.00029994001199760045,,0.92321535692861423,0.00089982003599280147,,,,
Eritrea,29,187,0.15508021390374332,0.7192982456140351,,0.08771929824561403,,,0.070175438596491224,0.017543859649122806,0.035087719298245612,,,0.070175438596491224,,,,
Mauritius,1350,10000,0.135,0.7306963892079853,,0.035083361793287589,0.00018628333695550932,0.00037256667391101863,0.0027321556086808037,0.00139712502716632,0.0011487472445589743,,0.00015523611412959112,0.22676891552050668,,,,0.0014592194728181565
